id,order_id,product_id,quantity,id,customer_id,employee_id,date,shipper_id,id,name,contact,address,city,postal_code,country,id,name,supplier_id,category_id,unit,price,id,name,description,employee_id,last_name,first_name,birthdate,photo,notes,id,name,phone,id,name,contact,address,city,postal_code,country,phone
366,10386,24,15,10386,21,9,1996-12-18,3,21,"Familia Arquibaldo","Aria Cruz","Rua Oros, 92","Sao Paulo",05442-030,Brazil,24,"Guarana Fantastica",10,1,"12 - 355 ml cans",4.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",9,Dodsworth,Anne,1969-07-02,EmpID9.pic,"Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.",3,"Federal Shipping","(503) 555-9931",10,"Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","Sao Paulo",5442,Brazil,"(11) 555 4640"
429,10408,37,10,10408,23,8,1997-01-08,1,23,"Folies gourmandes","Martine Rance","184, chaussee de Tournai",Lille,59000,France,37,"Gravad lax",17,8,"12 - 500 g pkgs.",26,8,Seafood,"Seaweed and fish",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
431,10408,62,35,10408,23,8,1997-01-08,1,23,"Folies gourmandes","Martine Rance","184, chaussee de Tournai",Lille,59000,France,62,"Tarte au sucre",29,3,"48 pies",49.3,3,Confections,"Desserts, candies, and sweet breads",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
430,10408,54,6,10408,23,8,1997-01-08,1,23,"Folies gourmandes","Martine Rance","184, chaussee de Tournai",Lille,59000,France,54,Tourtiere,25,6,"16 pies",7.45,6,Meat/Poultry,"Prepared meats",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022"
49,10264,41,25,10264,24,6,1996-07-24,3,24,"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,41,"Jacks New England Clam Chowder",19,8,"12 - 12 oz cans",9.65,8,Seafood,"Seaweed and fish",6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",3,"Federal Shipping","(503) 555-9931",19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
344,10378,71,6,10378,24,5,1996-12-10,3,24,"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,71,Flotemysost,15,4,"10 - 500 g pkgs.",21.5,4,"Dairy Products",Cheeses,5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",3,"Federal Shipping","(503) 555-9931",15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
48,10264,2,35,10264,24,6,1996-07-24,3,24,"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,2,Chang,1,1,"24 - 12 oz bottles",19,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",3,"Federal Shipping","(503) 555-9931",1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
255,10342,55,40,10342,25,4,1996-10-30,2,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,55,"Pate chinois",25,6,"24 boxes x 2 pies",24,6,Meat/Poultry,"Prepared meats",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022"
254,10342,36,40,10342,25,4,1996-10-30,2,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,36,"Inlagd Sill",17,8,"24 - 250 g jars",19,8,Seafood,"Seaweed and fish",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
239,10337,36,20,10337,25,4,1996-10-24,3,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,36,"Inlagd Sill",17,8,"24 - 250 g jars",19,8,Seafood,"Seaweed and fish",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
53,10267,40,50,10267,25,4,1996-07-29,1,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,40,"Boston Crab Meat",19,8,"24 - 4 oz tins",18.4,8,Seafood,"Seaweed and fish",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
240,10337,37,28,10337,25,4,1996-10-24,3,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,37,"Gravad lax",17,8,"12 - 500 g pkgs.",26,8,Seafood,"Seaweed and fish",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
241,10337,72,25,10337,25,4,1996-10-24,3,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,72,"Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.",34.8,4,"Dairy Products",Cheeses,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
55,10267,76,15,10267,25,4,1996-07-29,1,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,76,Lakkalikoori,23,1,"500 ml",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956"
54,10267,59,70,10267,25,4,1996-07-29,1,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,59,"Raclette Courdavault",28,4,"5 kg pkg.",55,4,"Dairy Products",Cheeses,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
253,10342,31,56,10342,25,4,1996-10-30,2,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,31,"Gorgonzola Telino",14,4,"12 - 100 g pkgs",12.5,4,"Dairy Products",Cheeses,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
238,10337,26,24,10337,25,4,1996-10-24,3,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,26,"Gumbar Gummibarchen",11,3,"100 - 250 g bags",31.23,3,Confections,"Desserts, candies, and sweet breads",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510"
237,10337,23,40,10337,25,4,1996-10-24,3,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,23,Tunnbrod,9,5,"12 - 250 g pkgs.",9,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",9,"PB Knackebrod AB","Lars Peterson","Kaloadagatan 13",Goteborg,"S-345 67",Sweden,"031-987 65 43"
252,10342,2,24,10342,25,4,1996-10-30,2,25,Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,2,Chang,1,1,"24 - 12 oz bottles",19,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
216,10328,68,10,10328,28,4,1996-10-14,3,28,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Jardim das rosas n. 32",Lisboa,1675,Portugal,68,"Scottish Longbreads",8,3,"10 boxes x 8 pieces",12.5,3,Confections,"Desserts, candies, and sweet breads",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
215,10328,65,40,10328,28,4,1996-10-14,3,28,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Jardim das rosas n. 32",Lisboa,1675,Portugal,65,"Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles",21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
214,10328,59,9,10328,28,4,1996-10-14,3,28,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Jardim das rosas n. 32",Lisboa,1675,Portugal,59,"Raclette Courdavault",28,4,"5 kg pkg.",55,4,"Dairy Products",Cheeses,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
316,10366,77,5,10366,29,8,1996-11-28,2,29,"Galeria del gastronomo","Eduardo Saavedra","Rambla de Cataluna, 23",Barcelona,08022,Spain,77,"Original Frankfurter grune Sosse",12,2,"12 boxes",13,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
477,10426,64,7,10426,29,4,1997-01-27,1,29,"Galeria del gastronomo","Eduardo Saavedra","Rambla de Cataluna, 23",Barcelona,08022,Spain,64,"Wimmers gute Semmelknodel",12,5,"20 bags x 4 pieces",33.25,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
315,10366,65,5,10366,29,8,1996-11-28,2,29,"Galeria del gastronomo","Eduardo Saavedra","Rambla de Cataluna, 23",Barcelona,08022,Spain,65,"Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles",21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199",2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
476,10426,56,5,10426,29,4,1997-01-27,1,29,"Galeria del gastronomo","Eduardo Saavedra","Rambla de Cataluna, 23",Barcelona,08022,Spain,56,"Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.",38,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665"
148,10303,40,40,10303,30,7,1996-09-11,2,30,"Godos Cocina Tipica","Jose Pedro Freyre","C/ Romero, 33",Sevilla,41101,Spain,40,"Boston Crab Meat",19,8,"24 - 4 oz tins",18.4,8,Seafood,"Seaweed and fish",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
150,10303,68,15,10303,30,7,1996-09-11,2,30,"Godos Cocina Tipica","Jose Pedro Freyre","C/ Romero, 33",Sevilla,41101,Spain,68,"Scottish Longbreads",8,3,"10 boxes x 8 pieces",12.5,3,Confections,"Desserts, candies, and sweet breads",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
149,10303,65,30,10303,30,7,1996-09-11,2,30,"Godos Cocina Tipica","Jose Pedro Freyre","C/ Romero, 33",Sevilla,41101,Spain,65,"Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles",21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
470,10423,59,20,10423,31,6,1997-01-23,3,31,"Gourmet Lanchonetes","Andre Fonseca","Av. Brasil, 442",Campinas,04876-786,Brazil,59,"Raclette Courdavault",28,4,"5 kg pkg.",55,4,"Dairy Products",Cheeses,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",3,"Federal Shipping","(503) 555-9931",28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
469,10423,31,14,10423,31,6,1997-01-23,3,31,"Gourmet Lanchonetes","Andre Fonseca","Av. Brasil, 442",Campinas,04876-786,Brazil,31,"Gorgonzola Telino",14,4,"12 - 100 g pkgs",12.5,4,"Dairy Products",Cheeses,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",3,"Federal Shipping","(503) 555-9931",14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
57,10268,72,4,10268,33,8,1996-07-30,3,33,GROSELLA-Restaurante,"Manuel Pereira","5 Ave. Los Palos Grandes",Caracas,1081,Venezuela,72,"Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.",34.8,4,"Dairy Products",Cheeses,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
56,10268,29,10,10268,33,8,1996-07-30,3,33,GROSELLA-Restaurante,"Manuel Pereira","5 Ave. Los Palos Grandes",Caracas,1081,Venezuela,29,"Thuringer Rostbratwurst",12,6,"50 bags x 30 sausgs.",123.79,6,Meat/Poultry,"Prepared meats",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
7,10250,51,35,10250,34,4,1996-07-08,2,34,"Hanari Carnes","Mario Pontes","Rua do Paco, 67","Rio de Janeiro",05454-876,Brazil,51,"Manjimup Dried Apples",24,7,"50 - 300 g pkgs.",53,7,Produce,"Dried fruit and bean curd",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
6,10250,41,10,10250,34,4,1996-07-08,2,34,"Hanari Carnes","Mario Pontes","Rua do Paco, 67","Rio de Janeiro",05454-876,Brazil,41,"Jacks New England Clam Chowder",19,8,"12 - 12 oz cans",9.65,8,Seafood,"Seaweed and fish",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
8,10250,65,15,10250,34,4,1996-07-08,2,34,"Hanari Carnes","Mario Pontes","Rua do Paco, 67","Rio de Janeiro",05454-876,Brazil,65,"Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles",21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
393,10395,53,70,10395,35,6,1996-12-26,1,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,53,"Perth Pasties",24,6,"48 pieces",32.8,6,Meat/Poultry,"Prepared meats",6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831",24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
392,10395,46,28,10395,35,6,1996-12-26,1,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,46,Spegesild,21,8,"4 - 450 g glasses",12,8,Seafood,"Seaweed and fish",6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831",21,Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",Lyngby,2800,Denmark,43844108
29,10257,77,15,10257,35,4,1996-07-16,3,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,77,"Original Frankfurter grune Sosse",12,2,"12 boxes",13,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
394,10395,69,8,10395,35,6,1996-12-26,1,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,69,Gudbrandsdalsost,15,4,"10 kg pkg.",36,4,"Dairy Products",Cheeses,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831",15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
28,10257,39,6,10257,35,4,1996-07-16,3,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,39,"Chartreuse verte",18,1,"750 cc per bottle",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
27,10257,27,25,10257,35,4,1996-07-16,3,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,27,"Schoggi Schokolade",11,3,"100 - 100 g pieces",43.9,3,Confections,"Desserts, candies, and sweet breads",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510"
335,10373,58,80,10373,37,4,1996-12-05,3,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,58,"Escargots de Bourgogne",27,8,"24 pieces",13.25,8,Seafood,"Seaweed and fish",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",27,"Escargots Nouveaux","Marie Delamare","22, rue H. Voiron",Montceau,71300,France,85.57.00.07
235,10335,51,48,10335,37,7,1996-10-22,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,51,"Manjimup Dried Apples",24,7,"50 - 300 g pkgs.",53,7,Produce,"Dried fruit and bean curd",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
136,10298,36,40,10298,37,6,1996-09-05,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,36,"Inlagd Sill",17,8,"24 - 250 g jars",19,8,Seafood,"Seaweed and fish",6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
